TOPE,RFC,NOMBRE,DIRECCION,ADUANA,ESTADO,AGENTE,PEDIMENTO,TIPO_PED,PEDIMEN,FECHA_N,MESA,CV_DOC,DOCUMEN,P_VC,PAISESV,P_OD,PAISO,FRACCION,SEC,CANTIDAD,UNI_MED,UNIDAD,VAL_ADU,VALOR_DLS,VAL_COM,T_C,DESC,PRECIO,PRECIO USD
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2011846,1,Normal,05/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91218.96,1,Kilogramos,815549,39589.76,710481,20.6,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.788742604,0.434008018
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2011847,1,Normal,05/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,93623.04,1,Kilogramos,835469,40556.75,730270,20.6,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.800109887,0.433191979
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2007937,1,Normal,09/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90946.936,1,Kilogramos,1250762,61311.86,1144170,20.4,PEROXIDO DE HIDROGENO (AGUA OXIGENADA),12.58063273,0.674149814
1,MCE140513D94,MJ CHEMICALS SA DE CV,CALLE CERRO DE LAS CAMPANAS 310 3 54040 TLALNEPANTLA DE BAZ EM MEX,430,Veracruz Ver.,3108,2008613,1,Normal,27/10/2022,OCTB22,A1,Definitiva,FRA,Francia,FRA,Francia,2847000100,1,21060,1,Kilogramos,358400,17920,358400,20,VALSTERANE 35 (PEROXIDO DE HIDROGENO AL 35%),17.01804368,0.850902184
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2021628,1,Normal,09/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91494,1,Kilogramos,879994,44669.75,879994,19.7,PEROXIDO DE HIDROGENO,9.618051457,0.488226004
1,APM950802T94,"AVANTOR PERFORMANCE MATERIALS, S.A. DE C.V.",,170,Matamoros Tamps.,3389,2002884,1,Normal,08/11/2022,NOVIB22,A1,Definitiva,USA,USA,USA,USA,2847000100,26,16.8,1,Kilogramos,1411,72.36,1170,19.5,PEROXIDO DE HIDROGENO AL 30%,69.64285714,4.307142857
1,BPA891213LXA,"BRENNTAG PACIFIC, S DE RL DE CV",,400,Tijuana B.C.,3986,2011123,1,Normal,10/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,5639.15,1,Kilogramos,113731,5314.53,105030,21.4,PEROXIDO DE HIDROGENO,18.62514741,0.942434587
1,MCE140513D94,MJ CHEMICALS S A DE C V,CALLE CERRO DE LAS CAMPANAS 310 3 54040 TLALNEPANTLA DE BAZ EM MEX,430,Veracruz Ver.,3108,2001676,1,Normal,18/03/2022,mar-22,A1,Definitiva,FRA,Francia,FRA,Francia,2847000100,1,21060,1,Kilogramos,316712,15081.52,316712,21,VALSTERANE 35 (PEROXIDO DE HIDROGENO AL 35%),15.03855651,0.716121557
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2001664,1,Normal,21/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90561,1,Kilogramos,910002,45959.7,828351,19.8,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),9.14688442,0.507499917
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2006313,1,Normal,30/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64703.454,1,Kilogramos,1026538,51326.9,1026538,20,PEROXIDO DE HIDROGENO,15.86527359,0.79326368
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2012875,1,Normal,19/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90357.12,1,Kilogramos,788694,39434.7,686574,20,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.598449353,0.436431573
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2011840,1,Normal,03/08/2022,AGTO22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91672.56,1,Kilogramos,807391,39772.96,704377,20.3,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.68361874,0.433858943
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005352,1,Normal,03/11/2022,NOVIB22,A1,Definitiva,CHE,Suiza,USA,USA,2847000100,16,0.33,1,Kilogramos,1903,96.11,1842,19.8,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 30%,5581.818182,291.2424242
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2017795,1,Normal,13/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90809.119,1,Kilogramos,1367987,69440.96,1357745,19.7,AGUA OXIGENADA/ PEROXIDO DE HIDROGENO,14.95163718,0.764691484
1,QIN770906NW8,QUIMICA INDUSTRIAL DEL NORTE SA DE CV,,400,Tijuana B.C.,1673,2042969,1,Normal,05/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,2721.6,1,Kilogramos,64238,3118.35,64238,20.6,PEROXIDO DE HIDROGENO 50%,23.60302763,1.145778219
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2000495,1,Normal,04/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,16452.071,1,Kilogramos,242299,11705.27,234840,20.7,PEROXIDO DE HIDROGENO,14.27419077,0.711476993
1,HIS980213BS3,HISCOMEX SA DE CV,FARADAY 1 875032470 JuarezCH MEX,190,Mexicali B.C.N.,3455,2003427,1,Normal,17/05/2022,MAYI22,C1,Definitiva,USA,USA,USA,USA,2847000100,7,1,1,Kilogramos,3073,152.89,3073,20.1,SOLUCION DE PEROXIDO DE HIDROGENO,3073,152.89
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2001854,1,Normal,23/02/2022,feb-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,46052.591,1,Kilogramos,763764,37623.84,763764,20.3,PEROXIDO DE HIDROGENO,16.58460433,0.816975531
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2001719,1,Normal,11/02/2022,feb-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90810.72,1,Kilogramos,802767,39159.37,701828,20.5,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.728470824,0.431219684
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2005069,1,Normal,25/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64493.729,1,Kilogramos,1015198,51272.63,1015198,19.8,PEROXIDO DE HIDROGENO,15.74103429,0.79500179
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2004272,1,Normal,03/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64662.415,1,Kilogramos,1045810,51265.2,1045810,20.4,PEROXIDO DE HIDROGENO,16.17338295,0.79281295
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2007354,1,Normal,29/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,46683.96,1,Kilogramos,793551,38709.8,793551,20.5,PEROXIDO DE HIDROGENO,16.99836518,0.829188441
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2007033,1,Normal,21/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64598.118,1,Kilogramos,1048252,51384.9,1048252,20.4,PEROXIDO DE HIDROGENO,16.2272839,0.795455063
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2009037,1,Normal,24/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90493.2,1,Kilogramos,794055,39702.75,692875,20,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.656652655,0.438737386
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2003431,1,Normal,14/11/2022,NOVIB22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,6960.492,1,Kilogramos,154101,7943.35,152633,19.4,PEROXIDO DE HIDROGENO,21.92847862,1.141205248
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2003431,1,Normal,14/11/2022,NOVIB22,A1,Definitiva,USA,USA,USA,USA,2847000100,2,10523.52,1,Kilogramos,233967,12060.15,231738,19.4,PEROXIDO DE HIDROGENO,22.02095877,1.146018633
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO., S.A. DE C.V.",,270,Piedras Negras Coah.,3597,2000302,1,Normal,06/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91627,1,Kilogramos,750396,36604.68,750396,20.5,PER…XIDO DE HIDR…GENO,8.189682081,0.399496655
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2002545,1,Normal,15/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64342.361,1,Kilogramos,1071113,51005.38,1071113,21,PEROXIDO DE HIDROGENO,16.64708884,0.792718502
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2006437,1,Normal,13/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91422,1,Kilogramos,604933,30246.65,604933,20,PEROXIDO DE HIDROGENO,6.616930279,0.330846514
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO., S.A. DE C.V.",,270,Piedras Negras Coah.,3597,2000304,1,Normal,11/01/2022,ene-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,92080,1,Kilogramos,752246,36874.8,752246,20.4,"PER…XIDO DE HIDR…GENO (AGUA OXIGENADA), INCLUSO SOLIDIFICADO CON UREA.",8.169483058,0.400464813
1,PME140128S96,"PEROXYCHEM MEXICO, S. DE R.L. DE C.V.",,800,Colombia N.L.,3574,2020065,1,Normal,24/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,19731.6,1,Kilogramos,207037,10403.87,150796,19.9,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.642360478,0.527269456
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2017777,1,Normal,02/12/2022,DICE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90174.09,1,Kilogramos,1339323,69037.27,1329287,19.4,AGUA OXIGENADA/ PEROXIDO DE HIDROGENO,14.74134089,0.765599852
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005458,1,Normal,02/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91037.52,1,Kilogramos,814043,39516.65,712045,20.6,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.821445488,0.434069931
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005457,1,Normal,02/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90402.48,1,Kilogramos,1252597,60805.68,1147721,20.6,PEROXIDO DE HIDROGENO (AGUA OXIGENADA),12.69568047,0.672610751
1,SME000303KAA,"SOLVAY MEXICANA, S. DE R.L. DE C.V.","EJERCITO NACIONAL A 453 PISO 911520 MIGUEL HIDALGO,MIGUEL HIDALGO CMXMEX",240,Nuevo Laredo Tamps.,3622,2006777,1,Normal,20/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,97912.28,1,Kilogramos,645551,32439.75,645551,19.9,PEROXIDO DE HIDROGENO,6.59315665,0.331314417
1,MER551201D48,"MERCK,S.A. DE C.V.",CALLE 5 . NO. 7 53370 NAUCALPAN DE JUAREZ EM MEX,430,Veracruz Ver.,1831,2001939,1,Normal,08/07/2022,JULE22,A1,Definitiva,DEU,Alemania,DEU,Alemania,2847000100,47,4.44,1,Kilogramos,3270,162.69,3269,20.1,PEROXIDO DE HIDROGENO AL 30% EN SOLUCION ACUOSA (H2O2),736.2612613,36.64189189
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005303,1,Normal,29/09/2022,SEPTM22,A1,Definitiva,CHE,Suiza,USA,USA,2847000100,39,3.885,1,Kilogramos,13209,647.5,12667,20.4,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 30%,3260.48906,166.6666667
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2002537,1,Normal,15/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64458.418,1,Kilogramos,1073045,51097.38,1073045,21,PEROXIDO DE HIDROGENO,16.64708867,0.792718493
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2002174,1,Normal,15/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,3,8.165,1,Kilogramos,41955,2017.07,41192,20.8,PEROXIDO DE HIDROGENO,5044.947949,247.0385793
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005218,1,Normal,18/07/2022,JULE22,A1,Definitiva,CHE,Suiza,USA,USA,2847000100,40,4,1,Kilogramos,10334,494.45,10076,20.9,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 30%,2519,123.6125
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO., S.A. DE C.V.",,270,Piedras Negras Coah.,3597,2000160,1,Normal,19/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91082,1,Kilogramos,750916,36452.23,750916,20.6,"PER…XIDO DE HIDR…GENO (AGUA OXIGENADA), INCLUSO SOLIDIFICADO CON UREA.",8.24439516,0.400213324
1,QKX100813P87,QUALITY K S DE RL DE CV,,160,Manzanillo Col.,3706,2000534,1,Normal,11/02/2022,feb-22,V1,Temporal,USA,USA,USA,USA,2847000100,7,840,1,Kilogramos,11882,579.61,11882,20.5,PEROXIDO DE HIDROGENO AL 50%,14.1452381,0.690011905
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2005539,1,Normal,07/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,63320.267,1,Kilogramos,983959,50201.99,983959,19.6,PEROXIDO DE HIDROGENO,15.53940068,0.792826568
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO., S.A. DE C.V.",,270,Piedras Negras Coah.,3597,2001462,1,Normal,31/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,92080,1,Kilogramos,736426,36821.3,736426,20,"PER…XIDO DE HIDR…GENO (AGUA OXIGENADA), INCLUSO SOLIDIFICADO CON UREA.",7.997675934,0.399883797
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2008839,1,Normal,13/09/2022,SEPTM22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,45509.866,1,Kilogramos,740630,37217.59,740630,19.9,PEROXIDO DE HIDROGENO,16.27405363,0.817791685
1,PIM940624FQ0,PIMS S.A DE C.V,,190,Mexicali B.C.N.,3794,2006073,1,Normal,22/06/2022,JUNE22,V1,Temporal,USA,USA,USA,USA,2847000100,1,15.14,1,Kilogramos,3223,159.55,3223,20.2,PEROXIDO DE HIDROGENO,212.8797886,10.53830911
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2001200,1,Normal,04/02/2022,feb-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,64798.71,1,Kilogramos,1059717,51442.57,1059717,20.6,PEROXIDO DE HIDROGENO,16.35398297,0.793882625
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2003987,1,Normal,26/04/2022,abr-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,63931.663,1,Kilogramos,1031225,50799.26,1031225,20.3,PEROXIDO DE HIDROGENO,16.13011381,0.79458687
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005352,1,Normal,03/11/2022,NOVIB22,A1,Definitiva,CHE,Suiza,USA,USA,2847000100,14,0.015,1,Kilogramos,2199,111.06,2129,19.8,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 30%,141933.3333,7404
1,SAQ930512U10,SIGMA-ALDRICH QUIMICA S DE RL DE CV,,800,Colombia N.L.,3371,2005126,1,Normal,04/05/2022,MAYI22,A1,Definitiva,CHE,Suiza,CHE,Suiza,2847000100,68,0.2,1,Kilogramos,827,40.54,815,20.4,PEROXIDO DE HIDROGENO SOLUCION ACUOSA 3%,4075,202.7
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,240,Nuevo Laredo Tamps.,3617,2001853,1,Normal,23/02/2022,feb-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,65003.783,1,Kilogramos,1046671,51560.15,1046671,20.3,PEROXIDO DE HIDROGENO,16.10169365,0.793186913
1,SAQ930512U10,"SIGMA - ALDRICH QUIMICA, S. DE R. L. DE C. V.",,470,Aeropuerto Cd.Mexico.D.F,3403,2000803,1,Normal,25/02/2022,feb-22,A1,Definitiva,CHE,Suiza,CHE,Suiza,2847000100,23,0.2,1,Kilogramos,880,43.35,815,20.3,SOLUCION DE PEROXIDO DE HIDROGENO (88597),4075,216.75
1,CME7712276S6,COLLOIDS DE MEXICO SA DE CV,,240,Nuevo Laredo Tamps.,1620,2000429,1,Normal,11/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91491,1,Kilogramos,859108,42320.59,775137,20.3,PEROXIDO DE HIDROGENO AL 70 (EKA HP T70) (USA),8.472275962,0.462565608
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005530,1,Normal,07/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90720,1,Kilogramos,773114,39444.59,674331,19.6,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.433101852,0.434794863
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2009023,1,Normal,06/06/2022,JUNE22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91037.52,1,Kilogramos,772892,39433.27,674186,19.6,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.405583983,0.433154045
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2005473,1,Normal,10/05/2022,MAYI22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90992.16,1,Kilogramos,790143,39310.6,688765,20.1,AGUA OXIGENADA/PEROXIDO DE HIDROGENO,7.569498295,0.432021836
1,AME811111LC5,ARKEMA MEXICO S.A. DE C.V.,MANUEL AVILA CAMACHOT A P 11-A261054040 TLALNEPANTLA DE BAZ EM MEX,230,Nogales Son.,3955,2000881,1,Normal,14/10/2022,OCTB22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,87884.423,1,Kilogramos,838630,41931.5,838630,20,PEROXIDO DE HIDROGENO,9.542419138,0.477120957
1,PME140128S96,PEROXYCHEM MEXICO S DE RL DE CV,INDUSTRIA COL. INDUSTRIAL CERRO GORDO SIN NUMERO9 55420 ECATEPEC DE MORELOS EM MEX,240,Nuevo Laredo Tamps.,3878,2001778,1,Normal,09/03/2022,mar-22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,90493.2,1,Kilogramos,1291322,60911.42,1183936,21.2,PEROXIDO DE HIDROGENO (AGUA OXIGENADA),13.08314879,0.67310494
1,PMP950301S62,POCHTECA MATERIAS PRIMAS S.A. DE C.V.,,800,Colombia N.L.,3617,2002174,1,Normal,15/07/2022,JULE22,A1,Definitiva,USA,USA,USA,USA,2847000100,4,28.576,1,Kilogramos,146834,7059.33,144166,20.8,PEROXIDO DE HIDROGENO,5045.0028,247.0370241
1,DME981117RQ5,"EVONIK INDUSTRIES DE MEXICO., S.A. DE C.V.",,270,Piedras Negras Coah.,3597,2001481,1,Normal,18/11/2022,NOVIB22,A1,Definitiva,USA,USA,USA,USA,2847000100,1,91536,1,Kilogramos,817248,42344.46,707160,19.3,PER…XIDO DE HIDR…GENO,7.725485055,0.462598977
